اسم المرفق,النوع,نوع المنشأة,القطاع,الحالة التشغيلية,المحافظة,المديرية
مختبرات فج عطان,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبرات بيروت,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبر الشفاء العام,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبر الاخلاص العام,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبرات الدره العام,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبرات البرج,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبر نيوميدكا,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبرات النيل,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبرات الاقصى,مختبر,عام,خاص,-,امانة العاصمه,السبعين
مختبر المامون الاساسي,مختبر,عام,خاص,-,امانة العاصمه,السبعين
نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
مسالك بوليه,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,السبعين
عيون,عيادة,عيون,خاص,-,امانة العاصمه,السبعين
مستشفى التعافي للامراض النفسيه,مستشفى تخصصي,تخصصي امراض نفسيه وعصبيه,خاص,-,امانة العاصمه,السبعين
مستشفى جامعه الرشيد,مستشفى عام,عام,خاص,-,امانة العاصمه,السبعين
اطفال,عيادة,اطفال,خاص,-,امانة العاصمه,السبعين
طب عيون,عيادة,عيون,خاص,-,امانة العاصمه,السبعين
نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
جلديه,عيادة,امراض جلديه,خاص,-,امانة العاصمه,السبعين
باطنيه,عيادة,باطنيه,خاص,-,امانة العاصمه,السبعين
مسالك,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,السبعين
عياده تخصصيه,عيادة,جراحه عامه,خاص,-,امانة العاصمه,السبعين
جراحه عامه,عيادة,جراحه عامه,خاص,-,امانة العاصمه,السبعين
صدر,عيادة,امراض الصدر,خاص,-,امانة العاصمه,السبعين
مركز بغداد,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,السبعين
مسالك بوليه,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,السبعين
عظام,عيادة,عظام,خاص,-,امانة العاصمه,السبعين
اطفال,عيادة,اطفال,خاص,-,امانة العاصمه,السبعين
باطنيه,عيادة,باطنيه,خاص,-,امانة العاصمه,السبعين
عياده العون للاورام التخصصيه,عيادة,اورام,خاص,-,امانة العاصمه,السبعين
عظام,عيادة,عظام,خاص,-,امانة العاصمه,السبعين
اطفال,عيادة,اطفال,خاص,-,امانة العاصمه,السبعين
تخصصيه,عيادة,اورام,خاص,-,امانة العاصمه,السبعين
مستشفى الاسره,مستشفى عام,عام,خاص,-,امانة العاصمه,السبعين
مستشفى جامعه السعيده,مستشفى عام,عام,خاص,-,امانة العاصمه,السبعين
مستشفى د سعد البردوني التخصصي,مستشفى تخصصي,تخصصي انف واذن وحنجره,خاص,-,امانة العاصمه,السبعين
مستشفى طب العائله,مستشفى تخصصي,تخصصي نساء وولاده - جراحه عامه,خاص,-,امانة العاصمه,السبعين
مركز د.عادل نصار الطبي التخصصي,مركز,جراحي تخصص عظام,خاص,-,امانة العاصمه,السبعين
نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
مركز دار العيون والانف والاذن والحنجره,مركز,جراحي تخصص عيون  وانف واذن وحنجره,خاص,-,امانة العاصمه,السبعين
صدر,عيادة,امراض الصدر,خاص,-,امانة العاصمه,السبعين
عياده تخصصيه,عيادة,امراض جلديه وتناسليه,خاص,-,امانة العاصمه,السبعين
نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
امراض باطنيه,عيادة,امراض باطنيه,خاص,-,امانة العاصمه,السبعين
جلديه,عيادة,امراض جلديه,خاص,-,امانة العاصمه,السبعين
عياده تجميليه,عيادة,جراحه وتجميل,خاص,-,امانة العاصمه,السبعين
مركز الهزار التخصصي للانف والاذن والحنجره,مركز,جراحي تخصص انف واذن وحنجره,خاص,-,امانة العاصمه,السبعين
نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
مخ واعصاب,عيادة,مخ واعصاب,خاص,-,امانة العاصمه,السبعين
انف واذن وحنجره,عيادة,E.N.T,خاص,-,امانة العاصمه,السبعين
مركز ابو الخليل التخصصي,مركز,جراحي تخصص انف واذن وحنجره,خاص,-,امانة العاصمه,السبعين
مركز الاصبحي التخصصي,مركز,جراحي تخصص جراحه عامه - نساء وولاده - انف واذن وحنجره,خاص,-,امانة العاصمه,السبعين
مركز كليوباترا كلينك الطبي,مركز,جراحي تخصص نساء وولاده,خاص,-,امانة العاصمه,السبعين
امراض الكبد,عيادة,امراض الكبد,خاص,-,امانة العاصمه,السبعين
عياده باطنيه,عيادة,باطنيه,خاص,-,امانة العاصمه,السبعين
عياده طب عام,عيادة,اطفال,خاص,-,امانة العاصمه,السبعين
عياده نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
امراض جلديه,عيادة,امراض جلديه,خاص,-,امانة العاصمه,السبعين
مركز البراق لطب وجراحه العيون,مركز,جراحي تخصص عيون,خاص,-,امانة العاصمه,السبعين
عياده نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,السبعين
مركز النور لطب العيون,مركز,جراحي تخصص عيون,خاص,-,امانة العاصمه,السبعين
طب عام,عيادة,عام,خاص,-,امانة العاصمه,السبعين
الاخلاص,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
مركز انوار المتحدون للعيون,مركز,جراحي تخصص عيون,خاص,-,امانة العاصمه,السبعين
مركز الاطباء للعيون,مركز,جراحي تخصص عيون,خاص,-,امانة العاصمه,السبعين
مركز الشاعر لطب وجراحه العيون,مركز,جراحي تخصص عيون,خاص,-,امانة العاصمه,السبعين
مركز سكري التخصصي,مركز,تخصصي,خاص,-,امانة العاصمه,السبعين
المركز اليمنى للارشاد الاسري للامراض النفسيه,مركز,تخصصي نفسيه,خاص,-,امانة العاصمه,السبعين
مركز الجلد والجمال,مركز,جلديه,خاص,-,امانة العاصمه,السبعين
مركز القادسيه الطبي,مركز,تخصصي,خاص,-,امانة العاصمه,السبعين
مركز فكتوريا لامراض النساء والولاده,مركز,تخصصي نساء وولاده,خاص,-,امانة العاصمه,السبعين
مركز لطف الله غليس,مركز,تخصصي مسالك بوليه,خاص,-,امانة العاصمه,السبعين
مركز مبروك بن مهنا,مركز,تخصصي اطفال,خاص,-,امانة العاصمه,السبعين
مركز شاهر الصلوي,مركز,عظام وعلاج طبيعي,خاص,-,امانة العاصمه,السبعين
مركز الدار العربيه للصحه النفسيه,مركز,تخصصي نفسيه,خاص,-,امانة العاصمه,السبعين
مركز القلب والقسطره القلبيه,مركز,تخصصي قسطره قلبيه,خاص,-,امانة العاصمه,السبعين
الاسعاف,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
الشفاء,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
الطبيه,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
عياده الامين,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
صنعاء,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
عياده بغداد,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
عياده الاخلاص,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
الباسم,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
البلسم,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
عياده الزهراء الاسعافيه,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
ابين,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,السبعين
